long,lat,periodo,titulo_proyecto,productora_razon_social,tipo_produccion,fecha_rodaje,direccion,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.44256476,-34.56839053,2015,UNA NOCHE DE AMOR,MYS PRODUCCION SRL,LARGOMETRAJE CON I.N.C.A.A.,2015-05-10,11 DE SEPTIEMBRE DE 1888 1050,11 DE SEPTIEMBRE DE 1888,1050,PALERMO,COMUNA 14,1426,C1426BKH
-58.44554227,-34.5652367,2013,DIA DE LA MADRE,48M2 SA,CINE PUBLICITARIO,2013-09-28,11 DE SEPTIEMBRE DE 1888 1401,11 DE SEPTIEMBRE DE 1888,1401,BELGRANO,COMUNA 13,1426,C1426BKO
-58.4460525,-34.56480077,2014,GUAPAS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2014-01-30,11 DE SEPTIEMBRE DE 1888 1460,11 DE SEPTIEMBRE DE 1888,1460,BELGRANO,COMUNA 13,1426,C1426BKP
-58.4460525,-34.56480077,2014,GUAPAS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2014-07-02,11 DE SEPTIEMBRE DE 1888 1460,11 DE SEPTIEMBRE DE 1888,1460,BELGRANO,COMUNA 13,1426,C1426BKP
-58.4460525,-34.56480077,2014,GUAPAS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2014-02-13,11 DE SEPTIEMBRE DE 1888 1460,11 DE SEPTIEMBRE DE 1888,1460,BELGRANO,COMUNA 13,1426,C1426BKP
-58.4460525,-34.56480077,2011,MUEVE TU CUERPO,PELICULAS CORTITAS SA,CINE PUBLICITARIO,2011-05-20,11 DE SEPTIEMBRE DE 1888 1460,11 DE SEPTIEMBRE DE 1888,1460,BELGRANO,COMUNA 13,1426,C1426BKP
-58.44822029,-34.56226473,2013,EL PATRON,MAGOYA FILMS SA,LARGOMETRAJE CON I.N.C.A.A.,2013-08-15,11 DE SEPTIEMBRE DE 1888 1740,11 DE SEPTIEMBRE DE 1888,1740,BELGRANO,COMUNA 13,1426,C1426BKV
-58.44822029,-34.56226473,2013,EL PATRON,MAGOYA FILMS SA,LARGOMETRAJE CON I.N.C.A.A.,2013-08-24,11 DE SEPTIEMBRE DE 1888 1740,11 DE SEPTIEMBRE DE 1888,1740,BELGRANO,COMUNA 13,1426,C1426BKV
-58.44862401,-34.561792700000005,2015,INFELICES,PATAGONIK FILM GROUP SA,LARGOMETRAJE NACIONAL,2015-06-11,11 DE SEPTIEMBRE DE 1888 1790,11 DE SEPTIEMBRE DE 1888,1790,BELGRANO,COMUNA 13,1426,C1426BKV
-58.44874106,-34.56149649,2011,ALL IN,BDCINE SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-10-06,11 DE SEPTIEMBRE DE 1888 1801,11 DE SEPTIEMBRE DE 1888,1801,BELGRANO,COMUNA 13,1428,C1428AIA
-58.44874106,-34.56149649,2014,LADO A LADO B,CASARES NICOLAS OTERO SEBASTIAN SH,PROGRAMA TELEVISIVO,2014-11-25,11 DE SEPTIEMBRE DE 1888 1801,11 DE SEPTIEMBRE DE 1888,1801,BELGRANO,COMUNA 13,1428,C1428AIA
-58.44942378,-34.56070367,2011,HALF WAY,URSULA CINE SA,CINE PUBLICITARIO,2011-01-13,11 DE SEPTIEMBRE DE 1888 1883,11 DE SEPTIEMBRE DE 1888,1883,BELGRANO,COMUNA 13,1428,C1428AIA
-58.44942378,-34.56070367,2014,LOS YUMAJOS,FUNDACION DEL CINE,ESTUDIANTES,2014-01-05,11 DE SEPTIEMBRE DE 1888 1883,11 DE SEPTIEMBRE DE 1888,1883,BELGRANO,COMUNA 13,1428,C1428AIA
-58.44949835,-34.56074709,2012,EJERCICIO 1ER ANIO MANIANA,ESCINE SA,ESTUDIANTES,2012-08-05,11 DE SEPTIEMBRE DE 1888 1900,11 DE SEPTIEMBRE DE 1888,1900,BELGRANO,COMUNA 13,1428,C1428AIB
-58.44949835,-34.56074709,2011,MTV BUSK,MTV NETWORKS ARGENTINA SRL,VIDEO CLIP,2011-02-08,11 DE SEPTIEMBRE DE 1888 1900,11 DE SEPTIEMBRE DE 1888,1900,BELGRANO,COMUNA 13,1428,C1428AIB
-58.44985798,-34.56023172,2012,CLOROX,I-REAL SRL,CINE PUBLICITARIO,2012-06-01,11 DE SEPTIEMBRE DE 1888 1901,11 DE SEPTIEMBRE DE 1888,1901,BELGRANO,COMUNA 13,1428,C1428AIC
-58.44985798,-34.56023172,2011,MCDONALDS,ONYX FILMS SA,CINE PUBLICITARIO,2011-08-21,11 DE SEPTIEMBRE DE 1888 1901,11 DE SEPTIEMBRE DE 1888,1901,BELGRANO,COMUNA 13,1428,C1428AIC
-58.44995476,-34.56011931,2012,GOOD SKIN DAY,LABHOUSE SA,CINE PUBLICITARIO,2012-08-01,11 DE SEPTIEMBRE DE 1888 1925,11 DE SEPTIEMBRE DE 1888,1925,BELGRANO,COMUNA 13,1428,C1428AIC
-58.45003542,-34.56002564,2011,PARIENTES,FOLK CINE SA,CINE PUBLICITARIO,2011-05-22,11 DE SEPTIEMBRE DE 1888 1945,11 DE SEPTIEMBRE DE 1888,1945,BELGRANO,COMUNA 13,1428,C1428AIC
-58.45007084,-34.56008221,2012,CONCURSO PARA EL GOBIERNO DE LA CIUDAD DE BUENOS AIRES,MINIMAL CINE SRL,CINE PUBLICITARIO,2012-03-15,11 DE SEPTIEMBRE DE 1888 1950,11 DE SEPTIEMBRE DE 1888,1950,BELGRANO,COMUNA 13,1428,C1428AID
-58.45005962,-34.55999754,2011,PERT,PALERMO FILMS SA,CINE PUBLICITARIO,2011-09-27,11 DE SEPTIEMBRE DE 1888 1951,11 DE SEPTIEMBRE DE 1888,1951,BELGRANO,COMUNA 13,1428,C1428AIC
-58.45531047,-34.55369165,2011,CLARO RAZONES,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2011-11-28,11 DE SEPTIEMBRE DE 1888 2627,11 DE SEPTIEMBRE DE 1888,2627,BELGRANO,COMUNA 13,1428,C1428AJG
-58.45615794,-34.55265855,2012,CEPILLANDO,REBOLUCION SA,CINE PUBLICITARIO,2012-06-10,11 DE SEPTIEMBRE DE 1888 2761,11 DE SEPTIEMBRE DE 1888,2761,BELGRANO,COMUNA 13,1428,C1428AJI
-58.45615794,-34.55265855,2011,DANETTE CINDOR,RAYA SA,CINE PUBLICITARIO,2011-05-01,11 DE SEPTIEMBRE DE 1888 2761,11 DE SEPTIEMBRE DE 1888,2761,BELGRANO,COMUNA 13,1428,C1428AJI
-58.45615794,-34.55265855,2011,FIBERTEL,LANDIA SRL,CINE PUBLICITARIO,2011-06-18,11 DE SEPTIEMBRE DE 1888 2761,11 DE SEPTIEMBRE DE 1888,2761,BELGRANO,COMUNA 13,1428,C1428AJI
-58.45615794,-34.55265855,2011,RITUAL,LA BESTIA FILMS SRL,CINE PUBLICITARIO,2011-06-27,11 DE SEPTIEMBRE DE 1888 2761,11 DE SEPTIEMBRE DE 1888,2761,BELGRANO,COMUNA 13,1428,C1428AJI
-58.45704852,-34.55146582,2011,TRES HOMBRES Y UN ROBO,FUNDACION DEL CINE,ESTUDIANTES,2011-09-07,11 DE SEPTIEMBRE DE 1888 2871,11 DE SEPTIEMBRE DE 1888,2871,NUÑEZ,COMUNA 13,1429,C1429BIA
-58.45704852,-34.55146582,2011,TRES HOMBRES Y UN ROBO,FUNDACION DEL CINE,ESTUDIANTES,2011-07-15,11 DE SEPTIEMBRE DE 1888 2871,11 DE SEPTIEMBRE DE 1888,2871,NUÑEZ,COMUNA 13,1429,C1429BIA
-58.45769689,-34.55077025,2013,ENTREGA DE LOS MARTIN FIERRO 2013,TELEVISION FEDERAL SA,PROGRAMA TELEVISIVO,2013-09-30,11 DE SEPTIEMBRE DE 1888 2960,11 DE SEPTIEMBRE DE 1888,2960,NUÑEZ,COMUNA 13,1429,C1429BID
-58.4586814,-34.54940379999999,2013,WOLSKVAGEN PLAN,METROPOLIS FILMS SA,CINE PUBLICITARIO,2013-10-30,11 DE SEPTIEMBRE DE 1888 3102,11 DE SEPTIEMBRE DE 1888,3102,NUÑEZ,COMUNA 13,1429,C1429BIH
-58.46453439,-34.541444299999995,2015,ING,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2015-09-02,11 DE SEPTIEMBRE DE 1888 4152,11 DE SEPTIEMBRE DE 1888,4152,NUÑEZ,COMUNA 13,1429,C1429BJB
-58.43983931,-34.57038533,2012,AMORES DE HISTORIA,ORUGA FILMS SA,PROGRAMA TELEVISIVO,2012-09-17,11 DE SEPTIEMBRE DE 1888 787,11 DE SEPTIEMBRE DE 1888,787,PALERMO,COMUNA 14,1426,C1426BKA
-58.4619264,-34.58114552,2011,KLEENEX,JACARANDA FILMS SA,CINE PUBLICITARIO,2011-05-18,14 DE JULIO 1062,14 DE JULIO,1062,VILLA ORTUZAR,COMUNA 15,1427,C1427CJV
-58.46181594,-34.58062656,2013,NOVELA ARBOL,ENDEMOL ARGENTINA SA,PROGRAMA TELEVISIVO,2013-03-25,14 DE JULIO 1101,14 DE JULIO,1101,VILLA ORTUZAR,COMUNA 15,1427,C1427CJW
-58.46179350000001,-34.58010986,2014,SEGUN ROXI,LA MALDITA SRL,PROGRAMA TELEVISIVO,2014-06-23,14 DE JULIO 1155,14 DE JULIO,1155,VILLA ORTUZAR,COMUNA 15,1427,C1427CJW
-58.46179350000001,-34.58010986,2014,SEGUN ROXI,LA MALDITA SRL,PROGRAMA TELEVISIVO,2014-06-30,14 DE JULIO 1155,14 DE JULIO,1155,VILLA ORTUZAR,COMUNA 15,1427,C1427CJW
-58.46179075,-34.58004684,2013,WATHERGAME,PELICULAS CORTITAS SA,CINE PUBLICITARIO,2013-12-12,14 DE JULIO 1165,14 DE JULIO,1165,VILLA ORTUZAR,COMUNA 15,1427,C1427CJW
-58.46233822,-34.57769092,2011,MORHP DISCO,FIGHT BY FLEHNER SA,CINE PUBLICITARIO,2011-05-17,14 DE JULIO 1332,14 DE JULIO,1332,VILLA ORTUZAR,COMUNA 15,1427,C1427CKB
-58.46518355,-34.57451089,2012,TESIS SOBRE UN HOMICIDIO,BDCINE SRL,LARGOMETRAJE NACIONAL,2012-04-26,14 DE JULIO 1597,14 DE JULIO,1597,VILLA ORTUZAR,COMUNA 15,1430,C1430ENA
-58.46588099,-34.57393857,2014,GUAPAS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2014-02-13,14 DE JULIO 1656,14 DE JULIO,1656,VILLA ORTUZAR,COMUNA 15,1430,C1430END
-58.46596809,-34.5738524,2012,TIEMPOS COMPULSIVOS,POL-KA PRODUCCIONES SA,PROGRAMA TELEVISIVO,2012-11-30,14 DE JULIO 1664,14 DE JULIO,1664,VILLA ORTUZAR,COMUNA 15,1430,C1430END
-58.46471748,-34.58837754,2014,SEGUN ROXI,LA MALDITA SRL,PROGRAMA TELEVISIVO,2014-07-14,14 DE JULIO 426,14 DE JULIO,426,VILLA ORTUZAR,COMUNA 15,1427,C1427CJJ
-58.46324044,-34.58699867,2012,AMORES DE HISTORIA,ORUGA FILMS SA,PROGRAMA TELEVISIVO,2012-12-08,14 DE JULIO 598,14 DE JULIO,598,VILLA ORTUZAR,COMUNA 15,1427,C1427CJL
-58.38145928,-34.63070656,2013,LA PARTE AUSENTE,AJIMOLIDO FILMS SRL,LARGOMETRAJE CON I.N.C.A.A.,2013-07-24,15 DE NOVIEMBRE DE 1889 1101,15 DE NOVIEMBRE DE 1889,1101,CONSTITUCION,COMUNA 1,1130,C1130ABA
-58.39110661,-34.63168128,2012,PRACTICA FOTOGRAFIA 2,ENERC,ESTUDIANTES,2012-10-18,15 DE NOVIEMBRE DE 1889 1850,15 DE NOVIEMBRE DE 1889,1850,PARQUE PATRICIOS,COMUNA 4,1261,C1261AAB
-58.39580713,-34.63273928,2013,COCA COLA ZERO,GOODGATE SA,CINE PUBLICITARIO,2013-12-16,15 DE NOVIEMBRE DE 1889 2301,15 DE NOVIEMBRE DE 1889,2301,PARQUE PATRICIOS,COMUNA 4,1261,C1261AAK
-58.4923155,-34.67892263,2014,REFUGIADO,CAMPO CINE SRL,LARGOMETRAJE CON I.N.C.A.A.,2014-03-02,2 DE ABRIL DE 1982 6800,2 DE ABRIL DE 1982,6800,VILLA LUGANO,COMUNA 8,1439,C1439HWH
-58.4923155,-34.67892263,2014,REFUGIADO,CAMPO CINE SRL,LARGOMETRAJE CON I.N.C.A.A.,2014-02-28,2 DE ABRIL DE 1982 6800,2 DE ABRIL DE 1982,6800,VILLA LUGANO,COMUNA 8,1439,C1439HWH
-58.4923155,-34.67892263,2015,TARJETA NARAMJA COPA AMERICA,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2015-05-22,2 DE ABRIL DE 1982 6800,2 DE ABRIL DE 1982,6800,VILLA LUGANO,COMUNA 8,1439,C1439HWH
-58.49273082,-34.67927194,2015,TARJETA NARAMJA COPA AMERICA,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2015-05-24,2 DE ABRIL DE 1982 6801,2 DE ABRIL DE 1982,6801,VILLA LUGANO,COMUNA 8,1439,C1439HWI
-58.4920994,-34.67867183,2011,BURN,CLASICA PRODUCTORA SA,CINE PUBLICITARIO,2011-07-14,2 DE ABRIL DE 1982 6901,2 DE ABRIL DE 1982,6901,VILLA LUGANO,COMUNA 8,1439,C1439HWK
-58.4920994,-34.67867183,2014,EL HOMBRE QUE ANTITRANSPIRA,TURBO TRUENO SA,CINE PUBLICITARIO,2014-05-14,2 DE ABRIL DE 1982 6901,2 DE ABRIL DE 1982,6901,VILLA LUGANO,COMUNA 8,1439,C1439HWK
-58.4920994,-34.67867183,2014,EL HOMBRE QUE ANTITRANSPIRA 2,TURBO TRUENO SA,CINE PUBLICITARIO,2014-04-06,2 DE ABRIL DE 1982 6901,2 DE ABRIL DE 1982,6901,VILLA LUGANO,COMUNA 8,1439,C1439HWK
-58.4920994,-34.67867183,2014,EL HOMBRE QUE ANTITRANSPIRA 2,TURBO TRUENO SA,CINE PUBLICITARIO,2014-07-06,2 DE ABRIL DE 1982 6901,2 DE ABRIL DE 1982,6901,VILLA LUGANO,COMUNA 8,1439,C1439HWK
-58.49432253,-34.67881438,2011,SOCIETE GENERALE,PRODUCCIONES SVB SA,CINE PUBLICITARIO,2011-09-02,2 DE ABRIL DE 1982 6950,2 DE ABRIL DE 1982,6950,VILLA LUGANO,COMUNA 8,1439,C1439HWL
-58.49962575,-34.56425029,2011,LAYS,NUBE PICTURES SRL,CINE PUBLICITARIO,2011-02-22,20 DE FEBRERO 5606,20 DE FEBRERO,5606,SAAVEDRA,COMUNA 12,1431,C1431BBB
-58.5011033,-34.56493801,2014,FORD MANEJO,NUNCHAKU CINE SRL,CINE PUBLICITARIO,2014-10-10,20 DE FEBRERO 5701,20 DE FEBRERO,5701,SAAVEDRA,COMUNA 12,1431,C1431BBC
-58.50214529,-34.56562368,2013,CONVENIENCIA,ORUGA FILMS SA,CINE PUBLICITARIO,2013-10-03,20 DE FEBRERO 5838,20 DE FEBRERO,5838,SAAVEDRA,COMUNA 12,1431,C1431BBF
-58.50288587,-34.5658803,2013,CUESTION DE IDENTIDAD,ZARLEK PRODUCCIONES SA,PROGRAMA TELEVISIVO,2013-09-18,20 DE FEBRERO 5906,20 DE FEBRERO,5906,SAAVEDRA,COMUNA 12,1431,C1431BBH
-58.50341067,-34.56602706,2013,COMPLICE,FUNDACION DEL CINE,ESTUDIANTES,2013-10-27,20 DE FEBRERO 5969,20 DE FEBRERO,5969,SAAVEDRA,COMUNA 12,1431,C1431BBG
-58.50341067,-34.56602706,2013,EL LEGADO DE GARIBALDI,IDEALISMO CONTENIDOS SRL,PROGRAMA TELEVISIVO,2013-10-24,20 DE FEBRERO 5969,20 DE FEBRERO,5969,SAAVEDRA,COMUNA 12,1431,C1431BBG
-58.50341067,-34.56602706,2015,JUGOS TANG,MONTECARLO FILMS SRL,CINE PUBLICITARIO,2015-05-17,20 DE FEBRERO 5969,20 DE FEBRERO,5969,SAAVEDRA,COMUNA 12,1431,C1431BBG
-58.50341067,-34.56602706,2015,FOTOS HONDA BIZ,WTF ADVERTISING SA,FOTOGRAFIA,2015-11-20,20 DE FEBRERO 5969,20 DE FEBRERO,5969,SAAVEDRA,COMUNA 12,1431,C1431BBG
-58.35948083,-34.62638446,2011,VENIMOS DE MUY LEJOS,TRIVIALMEDIA SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-10-27,20 DE SETIEMBRE 1,20 DE SETIEMBRE,1,BOCA,COMUNA 4,1155,C1155AAA
-58.35948083,-34.62638446,2011,VENIMOS DE MUY LEJOS,TRIVIALMEDIA SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-03-11,20 DE SETIEMBRE 1,20 DE SETIEMBRE,1,BOCA,COMUNA 4,1155,C1155AAA
-58.35948083,-34.62638446,2011,VENIMOS DE MUY LEJOS,TRIVIALMEDIA SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-10-25,20 DE SETIEMBRE 1,20 DE SETIEMBRE,1,BOCA,COMUNA 4,1155,C1155AAA
-58.36067337,-34.627603,2011,DELL,NUBE PICTURES SRL,CINE PUBLICITARIO,2011-08-18,20 DE SETIEMBRE 100,20 DE SETIEMBRE,100,BOCA,COMUNA 4,1155,C1155AAB
-58.36007094,-34.62698743,2013,CELOFAN,LABHOUSE SA,VIDEO CLIP,2013-09-23,20 DE SETIEMBRE 50,20 DE SETIEMBRE,50,BOCA,COMUNA 4,1155,C1155AAB
-58.41177728,-34.61062881,2012,EN MI VIDA (TODOS CONTENTOS),LUIS MARIA LEONCIO BARONE,LARGOMETRAJE CON I.N.C.A.A.,2012-03-02,24 DE NOVIEMBRE 1,24 DE NOVIEMBRE,1,BALVANERA,COMUNA 3,1170,C1170AAA
-58.41177728,-34.61062881,2012,EN MI VIDA (TODOS CONTENTOS),LUIS MARIA LEONCIO BARONE,LARGOMETRAJE CON I.N.C.A.A.,2012-11-02,24 DE NOVIEMBRE 1,24 DE NOVIEMBRE,1,BALVANERA,COMUNA 3,1170,C1170AAA
-58.40903875,-34.63729593,2011,UMBRALES,NEW GENERATION ENTERTAINMENT SA,PROGRAMA TELEVISIVO,2011-09-08,24 DE NOVIEMBRE 2250,24 DE NOVIEMBRE,2250,PARQUE PATRICIOS,COMUNA 4,1242,C1242AAV
-58.40903875,-34.63729593,2013,LA PAREJA DEL GALICIA,PROTEINA PURA SA,CINE PUBLICITARIO,2013-12-06,24 DE NOVIEMBRE 2270,24 DE NOVIEMBRE,2270,PARQUE PATRICIOS,COMUNA 4,1242,C1242AAV
-58.40903875,-34.63729593,2015,FEAR FACTOR INDIA,ENDEMOL ARGENTINA SA,PROGRAMA TELEVISIVO,2015-11-26,24 DE NOVIEMBRE 2274,24 DE NOVIEMBRE,2274,PARQUE PATRICIOS,COMUNA 4,1242,C1242AAV
-58.41073444,-34.62063584,2011,J.O.D.A,MONTECARLO FILMS SRL,CINE PUBLICITARIO,2011-11-20,24 DE NOVIEMBRE 818,24 DE NOVIEMBRE,818,SAN CRISTOBAL,COMUNA 3,1224,C1224AAH
-58.41072521,-34.62100504,2011,CIUDAD DE CRISTOS Y HAMPONES,FUNDACION DEL CINE,ESTUDIANTES,2011-11-06,24 DE NOVIEMBRE 850,24 DE NOVIEMBRE,850,SAN CRISTOBAL,COMUNA 3,1224,C1224AAH
-58.37090931,-34.60665258,2014,NOCHE,ENERC,ESTUDIANTES,2014-06-06,25 DE MAYO 100,25 DE MAYO,100,SAN NICOLAS,COMUNA 1,1002,C1002ABB
-58.37084605,-34.6063158,2013,REFUGIOS,FUNDACION DEL CINE,ESTUDIANTES,2013-08-31,25 DE MAYO 101,25 DE MAYO,101,SAN NICOLAS,COMUNA 1,1002,C1002ABC
-58.37086779999999,-34.60596494,2015,SIN HIJOS,PATAGONIK FILM GROUP SA,LARGOMETRAJE CON I.N.C.A.A.,2015-02-16,25 DE MAYO 145,25 DE MAYO,145,SAN NICOLAS,COMUNA 1,1002,C1002ABC
-58.37090737,-34.6053033,2011,JUAN Y EVA,BARAKACINE SRL,LARGOMETRAJE CON I.N.C.A.A.,2011-03-31,25 DE MAYO 201,25 DE MAYO,201,SAN NICOLAS,COMUNA 1,1002,C1002ABE
-58.37098724,-34.60521037,2015,PEUGEOT 308 Y 408,REBOLUCION SA,CINE PUBLICITARIO,2015-07-11,25 DE MAYO 220,25 DE MAYO,220,SAN NICOLAS,COMUNA 1,1002,C1002ABF
-58.37104872,-34.60433701,2011,EL LIQUIDADOR,FUNDACION DEL CINE,ESTUDIANTES,2011-04-02,25 DE MAYO 300,25 DE MAYO,300,SAN NICOLAS,COMUNA 1,1002,C1002ABF
-58.37099045,-34.60414868,2012,PERSONAL,REBOLUCION SA,CINE PUBLICITARIO,2012-07-14,25 DE MAYO 301,25 DE MAYO,301,SAN NICOLAS,COMUNA 1,1002,C1002ABG
-58.37082568,-34.60697975,2011,HEAD & SHOULDERS,PIONERAS PRODUCCIONES SA,CINE PUBLICITARIO,2011-02-25,25 DE MAYO 35,25 DE MAYO,35,SAN NICOLAS,COMUNA 1,1002,C1002ABA
-58.37102564,-34.60352599,2012,LA BOLSA / PRENDE Y APAGA /RIFLE,LA DOBLE A SA,CINE PUBLICITARIO,2012-10-31,25 DE MAYO 351,25 DE MAYO,351,SAN NICOLAS,COMUNA 1,1002,C1002ABG
-58.37102564,-34.60352599,2014,ENI. LOGO NUEVO,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2014-03-15,25 DE MAYO 351,25 DE MAYO,351,SAN NICOLAS,COMUNA 1,1002,C1002ABG
-58.37115192,-34.60295038,2012,SEPTIMO,CAPITAL INTELECTUAL SA,LARGOMETRAJE,2012-07-11,25 DE MAYO 402,25 DE MAYO,402,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.37108711,-34.60276631,2015,CHEVY,GOODGATE SA,CINE PUBLICITARIO,2015-10-04,25 DE MAYO 425,25 DE MAYO,425,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37108821,-34.6027516,2012,ANAFLEX,ENRIQUE HERIBERTO MEZIAT,CINE PUBLICITARIO,2012-05-19,25 DE MAYO 431,25 DE MAYO,431,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37108821,-34.6027516,2013,ATUNEAR,PANK SRL,CINE PUBLICITARIO,2013-01-19,25 DE MAYO 437,25 DE MAYO,437,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37109765,-34.60262499,2014,LA HALLE,NUBE PICTURES SRL,CINE PUBLICITARIO,2014-01-31,25 DE MAYO 447,25 DE MAYO,447,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37117447,-34.60255826,2013,CAPSULA,ORUGA FILMS SA,CINE PUBLICITARIO,2013-09-22,25 DE MAYO 450,25 DE MAYO,450,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.37117447,-34.60255826,2011,ERDF,LOMO CINE SRL,CINE PUBLICITARIO,2011-10-28,25 DE MAYO 450,25 DE MAYO,450,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.37117447,-34.60255826,2011,SPECIAL K2,JACARANDA FILMS SA,CINE PUBLICITARIO,2011-11-03,25 DE MAYO 450,25 DE MAYO,450,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.37110619,-34.60251061,2014,POWERADE,LANDIA SRL,CINE PUBLICITARIO,2014-08-30,25 DE MAYO 455,25 DE MAYO,455,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.3711806,-34.60247608,2011,CIEL,LANDIA SRL,CINE PUBLICITARIO,2011-08-19,25 DE MAYO 456,25 DE MAYO,456,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.3711806,-34.60247608,2011,MORHP DISCO,FIGHT BY FLEHNER SA,CINE PUBLICITARIO,2011-05-16,25 DE MAYO 456,25 DE MAYO,456,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.3711806,-34.60247608,2011,YOPLAIT,REBOLUCION SA,CINE PUBLICITARIO,2011-05-21,25 DE MAYO 456,25 DE MAYO,456,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.37110903,-34.60247249,2012,BHG MICROONDAS,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2012-03-11,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2013,CITI,DANIELA BARBARA BENITEZ,FOTOGRAFIA,2013-08-24,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2011,INSTITUCIONAL E!,LEFAL SRL,INSTITUCIONALES,2011-09-16,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2013,MUERTE EN BUENOS AIRES,UTOPICA GROUP SRL,LARGOMETRAJE NACIONAL,2013-01-21,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2014,ROSSETA STONE,23 SA,CINE PUBLICITARIO,2014-01-08,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2015,RUN AWAY,JACARANDA FILMS SA,VIDEO CLIP,2015-02-20,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2012,SEPTIMO,CAPITAL INTELECTUAL SA,LARGOMETRAJE,2012-11-23,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2011,TESTAMENTO,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2011-09-18,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2011,THE CLEANER,48M2 SA,CINE PUBLICITARIO,2011-01-13,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2011,VIDEO CLIPS CARAMELOS DE CIANURO,I-REAL SRL,CINE PUBLICITARIO,2011-01-10,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2013,VINO A ROBAR,TRES PLANOS CINE SA,LARGOMETRAJE,2013-12-03,25 DE MAYO 457,25 DE MAYO,457,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2012,CONVERSE,PRIMO AUDIOVISUAL SRL,CINE PUBLICITARIO,2012-12-05,25 DE MAYO 459,25 DE MAYO,459,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37110903,-34.60247249,2012,ZONA JOBS,PALERMO FILMS SA,CINE PUBLICITARIO,2012-03-24,25 DE MAYO 459,25 DE MAYO,459,SAN NICOLAS,COMUNA 1,1002,C1002ABI
-58.37119423,-34.60229347,2013,VINO A ROBAR,TRES PLANOS CINE SA,LARGOMETRAJE,2013-11-03,25 DE MAYO 470,25 DE MAYO,470,SAN NICOLAS,COMUNA 1,1002,C1002ABJ
-58.37115672,-34.60181186,2014,TUYA,TRES MENTES SA,LARGOMETRAJE CON I.N.C.A.A.,2014-10-09,25 DE MAYO 501,25 DE MAYO,501,SAN NICOLAS,COMUNA 1,1002,C1002ABK
-58.37126506,-34.60136552,2011,DECATHLON,PRODUCCIONES SVB SA,CINE PUBLICITARIO,2011-01-21,25 DE MAYO 550,25 DE MAYO,550,SAN NICOLAS,COMUNA 1,1002,C1002ABL
